"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
85,2286,13:14.03,Paul BITOK,26 JUN 1970,KEN,1,Lille (FRA),15 JUN 2003,1159
86,2287,13:14.04,Luis GRIJALVA,10 APR 1999,GUA,3h2,"Hayward Field, Eugene, OR (USA)",21 JUL 2022,1159
87,2288,13:14.05,Fita BAYISSA,15 DEC 1972,ETH,2,Villeneuve d'Ascq (FRA),13 JUN 1999,1159
88,2288,13:14.05,Benjamin MAIYO,06 OCT 1978,KEN,1,Sevilla (ESP),08 JUN 2002,1159
89,2288,13:14.05,Dejene BIRHANU,12 DEC 1980,ETH,1,San Sebastián (ESP),10 AUG 2003,1159
90,2288,13:14.05,Samuel CHELANGA,23 FEB 1985,KEN,3,"Los Angeles, CA (USA)",18 MAY 2012,1159
91,2292,13:14.06,Isiah Kiplangat KOECH,19 DEC 1993,KEN,2,"Hampden Park, Glasgow (GBR)",27 JUL 2014,1159
92,2292,13:14.06,Mathew KIPTANUI,22 OCT 1994,KEN,2,Barcelona (ESP),09 JUL 2016,1159
93,2292,13:14.06,Soufiyan BOUQANTAR,30 AUG 1993,MAR,1,Barcelona (ESP),29 JUN 2017,1159
94,2292,13:14.06,Kibet KANDIE,02 APR 1996,KEN,10f2,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1159
95,2296,13:14.07,Mathias NTAWULIKURA,14 JUL 1964,RWA,6,Oslo (NOR),21 JUL 1995,1159
96,2296,13:14.07,Abiyote ABATE,20 NOV 1980,ETH,7,"Commonwealth Stadium, Edmonton (CAN)",10 AUG 2001,1159
97,2298,13:14.08,Mark CARROLL,15 JAN 1972,IRL,2,Hechtel (BEL),19 JUL 1997,1159
98,2298,13:14.08,Alex KORIO,20 NOV 1990,KEN,2,Torino (ITA),12 JUN 2010,1159
99,2300,13:14.09,Paul Kipngetich TANUI,22 DEC 1990,KEN,13,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1158
0,2301,13:14.10,Justus SOGET,22 OCT 1999,KEN,1f13,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",06 JUN 2021,1158
1,2302,13:14.11,Hicham BELLANI,15 SEP 1979,MAR,2,Sevilla (ESP),05 JUN 2004,1158
2,2303,13:14.13,António LEITÃO,22 JUL 1960,POR,2,Rieti (ITA),04 SEP 1983,1158
3,2303,13:14.13,Kamiel MAASE,20 OCT 1971,NED,4,Hechtel (BEL),05 AUG 2000,1158
4,2305,13:14.14,Birhanu BALEW,27 FEB 1996,BRN,2,Barcelona (ESP),30 JUN 2016,1158
5,2306,13:14.15,Fernando MAMEDE,01 NOV 1951,POR,1,Zürich (SUI),24 AUG 1983,1158
6,2306,13:14.15,Dionisio CASTRO,22 NOV 1963,POR,3,Stockholm (SWE),02 JUL 1990,1158
7,2306,13:14.15,Richard CHELIMO,21 APR 1972,KEN,3,Stockholm (SWE),03 JUL 1991,1158
8,2306,13:14.15,Tariku BEKELE,28 FEB 1987,ETH,2,"FBK Stadium, Hengelo (NED)",29 MAY 2005,1158
9,2310,13:14.16,Shadrack HOFF,19 MAY 1973,RSA,1,Gateshead (GBR),02 JUL 1995,1158
10,2310,13:14.16,Zouhaïr AWAD,07 APR 1989,BRN,3,Barcelona (ESP),30 JUN 2016,1158
11,2312,13:14.17,John DOHERTY,22 JUL 1961,IRL,4,Stockholm (SWE),02 JUL 1990,1158
12,2312,13:14.17,Hicham AKANKAM,04 APR 1998,MAR,3f1,"Putbosstadion, Oordegem (BEL)",28 MAY 2022,1158
13,2314,13:14.18,Simon MAINA MUNYI,18 MAR 1978,KEN,1,Kumamoto (JPN),04 OCT 1998,1158
14,2314,13:14.18,Paul CHELIMO,27 OCT 1990,USA,8,"Letzigrund, Zürich (SUI)",29 AUG 2019,1158
15,2316,13:14.19,Silas KIPRUTO,26 SEP 1984,KEN,1,"Stadio Quercia, Rovereto (ITA)",10 SEP 2008,1158
16,2316,13:14.19,Morhad AMDOUNI,21 JUN 1988,FRA,4,Rabat (MAR),23 MAY 2009,1158
17,2316,13:14.19,David MCNEILL,06 OCT 1986,AUS,3,"Parc des Sports C. Ehrmann, Nice (FRA)",12 JUN 2021,1158
18,2319,13:14.20,Eliud KIPCHOGE,05 NOV 1984,KEN,2,Rovereto (ITA),28 AUG 2002,1158
19,2319,13:14.20,Joseph KARANJA,16 OCT 1999,KEN,5f2,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2022,1158
20,2321,13:14.21,Stanley Waithaka MBURU,09 APR 2000,KEN,2f20,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",03 OCT 2021,1158
21,2322,13:14.22,Ryan HILL,31 JAN 1990,USA,10f1,Heusden-Zolder (BEL),13 JUL 2013,1158
22,2323,13:14.23,Mohamed ISSANGAR,12 DEC 1964,MAR,7,Villeneuve d'Ascq (FRA),02 JUL 1993,1158
23,2323,13:14.23,Augustine Kiprono CHOGE,21 JAN 1987,KEN,8,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1158
24,2325,13:14.24,Mo FARAH,23 MAR 1983,GBR,1,"Alexander Stadium, Birmingham (GBR)",30 JUN 2013,1158
25,2326,13:14.26,Paul BITOK,26 JUN 1970,KEN,3,St-Denis (FRA),04 JUN 1998,1158
26,2326,13:14.26,Yenew ALAMIREW,27 MAY 1990,ETH,6,"Shanghai Stadium, Shanghai (CHN)",19 MAY 2012,1158
27,2328,13:14.27,John NGUGI,10 MAY 1962,KEN,2,La Coruña (ESP),25 JUL 1989,1158
28,2328,13:14.27,Mark Kipkinyor BETT,22 DEC 1976,KEN,5,Milano (ITA),09 JUN 1999,1158
29,2328,13:14.27,Martin Irungu MATHATHI,25 DEC 1985,KEN,1,Gifu (JPN),09 MAY 2004,1158
30,2331,13:14.28,Gary STAINES,03 JUL 1963,GBR,5,Zürich (SUI),15 AUG 1990,1158
31,2331,13:14.28,Albert ROP,17 JUL 1992,BRN,6,"Olympiastadion, Berlin (GER)",27 AUG 2017,1158
32,2331,13:14.28,Benard KIBET,25 NOV 1999,KEN,1f9,"Municipal Sayagatani Stadium, Kitakyushu (JPN)",26 NOV 2022,1158
33,2334,13:14.29,Stefano MEI,03 FEB 1963,ITA,2,"Stadio Olimpico, Roma (ITA)",10 SEP 1986,1158
34,2335,13:14.30,Salvatore ANTIBO,07 FEB 1962,ITA,1,Grosseto (ITA),10 AUG 1989,1158
35,2335,13:14.30,Benjamin LIMO,23 AUG 1974,KEN,5h2,"Olympiastadion, Helsinki (FIN)",11 AUG 2005,1158
36,2337,13:14.31,Ryan HILL,31 JAN 1990,USA,7f1,"Palo Alto, CA (USA)",04 MAY 2014,1158
37,2337,13:14.31,Albert ROP,17 JUL 1992,BRN,7,"Letzigrund, Zürich (SUI)",24 AUG 2017,1158
38,2339,13:14.32,William SIGEI,11 OCT 1969,KEN,1,"Crystal Palace, London (GBR)",23 JUL 1993,1158
39,2339,13:14.32,Bernard LAGAT,12 DEC 1974,USA,1,"Indianapolis, IN (USA)",23 JUN 2006,1158
40,2339,13:14.32,Robin HENDRIX,14 JAN 1995,BEL,4f1,"Putbosstadion, Oordegem (BEL)",27 MAY 2023,1158
41,2342,13:14.33,Nicholas KEMBOI,25 NOV 1983,KEN,2,San Sebastián (ESP),10 AUG 2003,1158
42,2342,13:14.33,Abraham KIPLIMO,14 APR 1989,UGA,3f1,Heusden-Zolder (BEL),16 JUL 2011,1158
43,2344,13:14.34,James Kwalia C'KURUI,12 JUN 1984,KEN,1,Liège (BEL),27 AUG 2002,1158
44,2345,13:14.35,Muktar EDRIS,14 JAN 1994,ETH,2,"Olympic Stadium, London (GBR)",21 JUL 2018,1158
45,2346,13:14.36,Shem KORORIA,25 SEP 1972,KEN,2,Paris (FRA),03 JUL 1995,1158
46,2346,13:14.36,Craig MOTTRAM,18 JUN 1980,AUS,12,"Olympiastadion, Berlin (GER)",06 SEP 2002,1158
47,2346,13:14.36,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,3,"FBK Stadium, Hengelo (NED)",24 MAY 2008,1158
48,2349,13:14.38,Josphat Kiprono MENJO,20 AUG 1979,KEN,1,Gavá (ESP),12 JUN 2005,1157
49,2350,13:14.39,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"Olympic Stadium, Athina (GRE)",28 AUG 2004,1157
50,2350,13:14.39,Yomif KEJELCHA,01 AUG 1997,ETH,3,"Olympic Stadium, London (GBR)",21 JUL 2018,1157
51,2350,13:14.39,Gemechu DIDA,12 SEP 1999,ETH,1f1,"Stadion De Veen, Heusden-Zolder (BEL)",03 JUL 2021,1157
52,2353,13:14.4h,Benjamin JIPCHO,01 MAR 1943,KEN,1,Christchurch (NZL),29 JAN 1974,1157
53,2353,13:14.40,Paul KIPKOECH,06 JAN 1963,KEN,5,"Memorial Coliseum, Los Angeles, CA (USA)",11 AUG 1984,1157
54,2353,13:14.4h,John Kemboi KIBOWEN,21 APR 1969,KEN,3,Nairobi (KEN),25 JUN 2005,1157
55,2353,13:14.40,Addisu YIHUNE,17 MAR 2003,ETH,5,"Stade Charléty, Paris (FRA)",18 JUN 2022,1157
56,2357,13:14.41,Domingos CASTRO,22 NOV 1963,POR,2,Bruxelles (BEL),25 AUG 1989,1157
57,2357,13:14.41,Nicholas KEMBOI,25 NOV 1983,KEN,3,Heusden-Zolder (BEL),02 AUG 2003,1157
58,2359,13:14.42,Ismael KIRUI,20 FEB 1975,KEN,2,København (DEN),25 JUL 1993,1157
59,2360,13:14.43,Brahim LAHLAFI,15 APR 1968,MAR,2,Sotteville-lès-Rouen (FRA),03 JUL 2000,1157
60,2360,13:14.43,Assefa MEZGEBU,19 JUN 1978,ETH,9,Paris (FRA),05 JUL 2002,1157
61,2360,13:14.43,Richard RINGER,27 FEB 1989,GER,3f1,Heusden-Zolder (BEL),20 JUL 2019,1157
62,2363,13:14.44,Ben TRUE,29 DEC 1985,USA,1f1,"Palo Alto, CA (USA)",28 APR 2013,1157
63,2363,13:14.44,Jacob KROP,04 JUN 2001,KEN,2,Abidjan (CIV),19 APR 2019,1157
64,2365,13:14.45,Yobes ONDIEKI,21 FEB 1961,KEN,1,"National Stadium, Tokyo (JPN)",01 SEP 1991,1157
65,2365,13:14.45,Albert ROP,17 JUL 1992,BRN,1,"Le Grande Stade, Marrakesh (MAR)",08 JUN 2014,1157
66,2367,13:14.46,Ismael KIRUI,20 FEB 1975,KEN,1,Stockholm (SWE),12 JUL 1994,1157
67,2367,13:14.46,Shadrack KOSGEI,24 NOV 1984,KEN,1,"Icahn Stadium, New York, NY (USA)",31 MAY 2008,1157
68,2369,13:14.47,Antonio Bordello MARTINS,23 AUG 1963,FRA,2,"Stade Louis II, Monaco (MON)",11 AUG 1992,1157
69,2369,13:14.47,Abdelaati IGUIDER,25 MAR 1987,MAR,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",27 APR 2021,1157
70,2371,13:14.49,Fita BAYISSA,15 DEC 1972,ETH,6,Oslo (NOR),30 JUN 1999,1157
71,2371,13:14.49,John KARIUKI,10 NOV 1986,KEN,4,Osaka (JPN),06 MAY 2006,1157
72,2373,13:14.50,Philemon HANNECK,12 MAY 1971,ZIM,2,"Stadio Olimpico, Roma (ITA)",08 JUN 1994,1157
73,2373,13:14.50,Ali ABDOSH,25 AUG 1987,ETH,2,"Icahn Stadium, New York, NY (USA)",31 MAY 2008,1157
74,2375,13:14.51,Emiel PUTTEMANS,08 OCT 1947,BEL,1,Stockholm (SWE),07 AUG 1973,1157
75,2375,13:14.51,Serhiy LEBID,15 JUL 1975,UKR,3,Nürnberg (GER),17 JUN 2001,1157
76,2375,13:14.51,Chris DERRICK,17 OCT 1990,USA,5f1,Heusden-Zolder (BEL),19 JUL 2014,1157
77,2375,13:14.51,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,9,"Bislett Stadion, Oslo (NOR)",09 JUN 2016,1157
78,2375,13:14.51,Daniel Simiu EBENYO,18 SEP 1995,KEN,3,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",07 MAY 2022,1157
79,2380,13:14.52,Amedework WALELEGN,11 MAR 1999,ETH,2,Barcelona (ESP),29 JUN 2017,1157
80,2380,13:14.52,Yann SCHRUB,20 MAR 1996,FRA,7f1,Montesson (FRA),10 JUN 2023,1157
81,2382,13:14.53,Zersenay TADESE,01 JAN 1982,ERI,3,San Sebastián (ESP),10 AUG 2003,1157
82,2382,13:14.53,Collis BIRMINGHAM,27 DEC 1984,AUS,13,"Bislett Stadion, Oslo (NOR)",03 JUL 2009,1157
83,2384,13:14.54,Peter WEIGT,19 DEC 1948,FRG,3,Stockholm (SWE),05 JUL 1977,1157
84,2384,13:14.54,Gebregziabher GEBREMARIAM,12 OCT 1984,ETH,9,Oslo (NOR),27 JUN 2003,1157
85,2386,13:14.55,Abdelaati IGUIDER,25 MAR 1987,MAR,1f1,"Stade Du Moulin Boisseau, Carquefou (FRA)",24 JUN 2023,1157
86,2387,13:14.56,Million WOLDE,17 MAR 1979,ETH,4,St-Denis (FRA),04 JUN 1998,1157
87,2387,13:14.56,Japhet Kipyegon KORIR,30 JUN 1993,KEN,9f1,Heusden-Zolder (BEL),22 JUL 2017,1157
88,2389,13:14.57,Kevin CHELIMO,14 FEB 1983,KEN,2f1,"Palo Alto, CA (USA)",29 APR 2012,1157
89,2390,13:14.58,Fita BAYISSA,15 DEC 1972,ETH,2,"Crystal Palace, London (GBR)",23 JUL 1993,1157
90,2390,13:14.58,Hosea Mwok MACHARINYANG,12 JUN 1986,KEN,3,Torino (ITA),12 JUN 2010,1157
91,2392,13:14.59,Richard CHELIMO,21 APR 1972,KEN,4,Zürich (SUI),19 AUG 1992,1157
92,2392,13:14.59,Kenenisa BEKELE,13 JUN 1982,ETH,2,"Olympic Stadium, Athina (GRE)",28 AUG 2004,1157
93,2392,13:14.59,Leul GEBRESILASE,20 SEP 1992,ETH,4f1,Carquefou (FRA),20 JUN 2014,1157
94,2395,13:14.6h,Brendan FOSTER,12 JAN 1948,GBR,2,Christchurch (NZL),29 JAN 1974,1157
95,2395,13:14.6h,Fernando MAMEDE,01 NOV 1951,POR,1,Lisboa (POR),10 JUN 1982,1157
96,2395,13:14.60,Pascal THIÉBAUT,06 JUN 1959,FRA,6,Oslo (NOR),04 JUL 1987,1157
97,2395,13:14.60,Assefa MEZGEBU,19 JUN 1978,ETH,10,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1157
98,2395,13:14.60,Evan JAGER,08 MAR 1989,USA,2f1,"Palo Alto, CA (USA)",28 APR 2013,1157
99,2395,13:14.60,Birhan NEBEBEW,14 AUG 1994,ETH,7,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,1157
0,2401,13:14.61,Ismail SGHYR,16 MAR 1972,FRA,2,Lille (FRA),15 JUN 2003,1157
1,2401,13:14.61,Jonas CHERUIYOT,11 JAN 1984,KEN,12,"Olympiastadion, Berlin (GER)",14 JUN 2009,1157
2,2403,13:14.62,Sydney MAREE,09 SEP 1956,USA,3,"Stadio Olimpico, Roma (ITA)",10 SEP 1986,1157
3,2403,13:14.62,Moses KIPTANUI,01 OCT 1970,KEN,4,Bruxelles (BEL),03 SEP 1993,1157
4,2405,13:14.63,Khalid SKAH,29 JAN 1967,MAR,1,Paris (FRA),03 SEP 1994,1157
5,2405,13:14.63,Shem KORORIA,25 SEP 1972,KEN,9,"Olympic Stadium, Atlanta, GA (USA)",03 AUG 1996,1157
6,2405,13:14.63,Marius BAKKEN,27 MAR 1978,NOR,13,"Bislett Stadion, Oslo (NOR)",28 JUL 2000,1157
7,2408,13:14.64,Khalid BOULAMI,07 AUG 1969,MAR,2,Paris (FRA),03 SEP 1994,1157
8,2408,13:14.64,Mohamed AMYN,25 MAR 1976,MAR,3,Sevilla (ESP),05 JUN 2004,1157
9,2408,13:14.64,Bernard KIMANI,30 SEP 1993,KEN,1f3,Nobeoka (JPN),10 MAY 2014,1157
10,2408,13:14.64,Egide NTAKARUTIMANA,21 OCT 1997,BDI,1f2,"Stadio Zatopek, Campi Bisenzio (ITA)",10 SEP 2022,1157
11,2412,13:14.65,Domingos CASTRO,22 NOV 1963,POR,3,København (DEN),25 JUL 1993,1156
12,2412,13:14.65,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,10,Stockholm (SWE),27 JUL 2004,1156
13,2414,13:14.66,Aloys NIZIGAMA,18 JUN 1966,BDI,2,Stockholm (SWE),12 JUL 1994,1156
14,2414,13:14.66,Birhanu BALEW,27 FEB 1996,BRN,9,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1156
15,2416,13:14.68,Stephane FRANKE,12 FEB 1964,GER,5,"Olympiastadion, Berlin (GER)",30 AUG 1994,1156
16,2416,13:14.68,Mohammed MOURHIT,10 OCT 1970,MAR,6,Paris (FRA),25 JUN 1997,1156
17,2416,13:14.68,Daniel GACHARA,19 DEC 1972,KEN,8,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2000,1156
18,2416,13:14.68,Stephen KISSA,01 DEC 1988,UGA,3,Barcelona (ESP),29 JUN 2017,1156
19,2416,13:14.68,Tsegay KIDANU,28 DEC 2001,ETH,15,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1156
20,2416,13:14.68,Rogers KIBET,26 MAR 2003,UGA,4f1,"Putbosstadion, Oordegem (BEL)",28 MAY 2022,1156
21,2422,13:14.69,Moses MOSOP,07 JUL 1985,KEN,3,"FBK Stadium, Hengelo (NED)",29 MAY 2005,1156
22,2422,13:14.69,Zane ROBERTSON,14 NOV 1989,NZL,7,"Olympiastadion, Berlin (GER)",31 AUG 2014,1156
23,2424,13:14.70,Boniface KIPROP,12 OCT 1985,UGA,10,Sevilla (ESP),04 JUN 2005,1156
24,2424,13:14.7h,Geoffrey KAMWOROR,22 NOV 1992,KEN,1,Nairobi (KEN),11 JUL 2015,1156
25,2426,13:14.71,Peter KOECH,18 FEB 1958,KEN,1,Bruxelles (BEL),27 AUG 1982,1156
26,2426,13:14.71,Ismael KIRUI,20 FEB 1975,KEN,3,Hechtel (BEL),19 JUL 1997,1156
27,2426,13:14.71,Dagne ALEMU,15 OCT 1980,ETH,8,"Crystal Palace, London (GBR)",05 AUG 2000,1156
28,2426,13:14.71,Bernard LAGAT,12 DEC 1974,USA,1,"Walnut, CA (USA)",15 APR 2005,1156
29,2426,13:14.71,Yenew ALAMIREW,27 MAY 1990,ETH,2,"Alexander Stadium, Birmingham (GBR)",30 JUN 2013,1156
30,2431,13:14.72,Salah HISSOU,16 JAN 1972,MAR,2,Gateshead (GBR),02 JUL 1995,1156
31,2431,13:14.72,Josphat Machuka KIPRONO,12 DEC 1973,KEN,7,Stockholm (SWE),05 AUG 1998,1156
32,2431,13:14.72,Martin Irungu MATHATHI,25 DEC 1985,KEN,1,Gifu (JPN),08 MAY 2005,1156
33,2431,13:14.72,Mathew Kipkoech KISORIO,16 MAY 1989,KEN,12,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1156
34,2431,13:14.72,Dathan RITZENHEIN,30 DEC 1982,USA,4,"Los Angeles, CA (USA)",18 MAY 2012,1156
35,2436,13:14.75,Benjamin MAIYO,06 OCT 1978,KEN,3,"AC Gianni Brera, Milano (ITA)",03 JUN 2003,1156
36,2436,13:14.75,Richard LIMO,18 NOV 1980,KEN,10,Paris (FRA),04 JUL 2003,1156
37,2436,13:14.75,Tom COMPERNOLLE,13 NOV 1975,BEL,5,Heusden-Zolder (BEL),31 JUL 2004,1156
38,2436,13:14.75,Matt TEGENKAMP,19 JAN 1982,USA,12,"Stade Louis II, Monaco (MON)",22 JUL 2011,1156
39,2440,13:14.76,Philemon HANNECK,12 MAY 1971,ZIM,4,"Stadio Olimpico, Roma (ITA)",09 JUN 1993,1156
40,2441,13:14.79,George BEAMISH,24 OCT 1996,NZL,8f1,Montesson (FRA),10 JUN 2023,1156
41,2442,13:14.80,Bill MCCHESNEY,08 JAN 1959,USA,5,Zürich (SUI),18 AUG 1982,1156
42,2442,13:14.80,Cornelius KEMBOI,29 FEB 2000,KEN,1,"Estadio Iberoamericano, Huelva (ESP)",06 JUN 2023,1156
43,2444,13:14.82,Mathias NTAWULIKURA,14 JUL 1964,RWA,8,Villeneuve d'Ascq (FRA),02 JUL 1993,1156
44,2444,13:14.82,Moses KIPTANUI,01 OCT 1970,KEN,2,Melbourne (AUS),25 FEB 1998,1156
45,2444,13:14.82,Lee TROOP,22 MAR 1973,AUS,2,Melbourne (AUS),25 FEB 1999,1156
46,2444,13:14.82,Hagos GEBRHIWET,11 MAY 1994,ETH,1,"Letzigrund, Zürich (SUI)",01 SEP 2016,1156
47,2448,13:14.85,Jan FITSCHEN,02 MAY 1977,GER,7,Heusden-Zolder (BEL),28 JUL 2007,1156
48,2448,13:14.85,Titus Kipjumba MBISHEI,28 OCT 1990,KEN,13,"Stadio Olimpico, Roma (ITA)",26 MAY 2011,1156
49,2448,13:14.85,Ilias FIFA,16 MAY 1989,MAR,1,Huelva (ESP),10 JUN 2015,1156
50,2448,13:14.85,Andrew BUTCHART,14 OCT 1991,GBR,2,"Olympic Stadium, London (GBR)",23 JUL 2016,1156
51,2448,13:14.85,Benson KIPLANGAT,17 JUN 2003,KEN,6f2,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2022,1156
52,2453,13:14.87,Paul Kipngetich TANUI,22 DEC 1990,KEN,1f1,Kitakyushu (JPN),05 JUN 2010,1156
53,2453,13:14.87,Yomif KEJELCHA,01 AUG 1997,ETH,4h2,"Hayward Field, Eugene, OR (USA)",21 JUL 2022,1156
54,2455,13:14.88,Fita BAYISSA,15 DEC 1972,ETH,3,Stockholm (SWE),12 JUL 1994,1156
55,2455,13:14.88,Mohammed AHMED,05 JAN 1991,CAN,4,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1156
56,2457,13:14.89,Ilias FIFA,16 MAY 1989,MAR,2,"Le Grande Stade, Marrakesh (MAR)",08 JUN 2014,1156
57,2458,13:14.90,Marius BAKKEN,27 MAR 1978,NOR,11,Oslo (NOR),29 JUL 2005,1156
58,2458,13:14.90,Abraham CHERKOS,23 SEP 1989,ETH,4,Algiers (ALG),22 JUL 2007,1156
59,2460,13:14.91,Bob KENNEDY,18 AUG 1970,USA,4,Oslo (NOR),10 JUL 1993,1156
60,2460,13:14.91,Juan Carlos DE LA OSSA,25 NOV 1976,ESP,5,Huelva (ESP),13 JUN 2008,1156
61,2460,13:14.91,Alemayehu BEZABEH,22 SEP 1986,ESP,1,Huelva (ESP),12 JUN 2013,1156
62,2460,13:14.91,Emmanuel Kipkemei BETT,29 MAR 1985,KEN,5,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1156
63,2464,13:14.92,Bashir ABDI,10 FEB 1989,BEL,10,"FBK Stadium, Hengelo (NED)",22 MAY 2016,1156
64,2465,13:14.93,Moses KIPTANUI,01 OCT 1970,KEN,3,Paris (FRA),03 SEP 1994,1155
65,2465,13:14.93,Boniface KIBIWOTT,1993,KEN,4,"Stadio Zecchini, Grosseto (ITA)",22 MAY 2022,1155
66,2467,13:14.94,Daniel KOMEN,17 MAY 1976,KEN,11,Zürich (SUI),16 AUG 1995,1155
67,2467,13:14.94,Patrick Mutuku IVUTI,30 JUL 1978,KEN,11,"Stadio Olimpico, Roma (ITA)",30 JUN 2000,1155
68,2467,13:14.94,Mushir Salim JAWHER,13 JUN 1978,KEN,2,"Eugene, OR (USA)",27 MAY 2001,1155
69,2467,13:14.94,Mang'ata Kimai NDIWA,12 DEC 1987,KEN,8,"Olympiastadion, Berlin (GER)",01 JUN 2008,1155
70,2471,13:14.96,Bernard LAGAT,12 DEC 1974,USA,3,"Olympic Stadium, London (GBR)",23 JUL 2016,1155
71,2472,13:14.97,Jonathan Muia NDIKU,18 SEP 1991,KEN,1f31,Yokohama (JPN),17 NOV 2013,1155
72,2472,13:14.97,Bernard LAGAT,12 DEC 1974,USA,4,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1155
73,2472,13:14.97,Sean MCGORTY,08 MAR 1995,USA,6,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,1155
74,2475,13:14.98,Yobes ONDIEKI,21 FEB 1961,KEN,3,Oslo (NOR),06 JUL 1991,1155
75,2476,13:15.0h,Ilie FLOROIU,29 NOV 1952,ROU,1,Bucureşti (ROU),23 JUL 1978,1155
76,2476,13:15.00,Luke KIPKOSGEI,27 NOV 1975,KEN,1,Cork (IRL),23 JUN 1996,1155
77,2476,13:15.00,Matt TEGENKAMP,19 JAN 1982,USA,2,"Indianapolis, IN (USA)",23 JUN 2006,1155
78,2476,13:15.00,Matt TEGENKAMP,19 JAN 1982,USA,3f1,"Palo Alto, CA (USA)",29 APR 2012,1155
79,2480,13:15.01,Vincent ROUSSEAU,29 JUL 1962,BEL,4,"Stadio Olimpico, Roma (ITA)",10 SEP 1986,1155
80,2480,13:15.01,William SIGEI,11 OCT 1969,KEN,2,Rieti (ITA),06 SEP 1992,1155
81,2480,13:15.01,Ali ABDOSH,25 AUG 1987,ETH,8,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2008,1155
82,2480,13:15.01,Patrick TIERNAN,11 SEP 1994,AUS,3,Rovereto (ITA),27 AUG 2019,1155
83,2484,13:15.02,Charles Waweru KAMATHI,18 MAY 1978,KEN,7,"Stade Louis II, Monaco (MON)",19 SEP 2004,1155
84,2485,13:15.03,Hicham BELLANI,15 SEP 1979,MAR,4,San Sebastián (ESP),10 AUG 2003,1155
85,2486,13:15.04,Stephen KISSA,01 DEC 1988,UGA,2,Montreuil (FRA),19 JUN 2018,1155
86,2486,13:15.04,Mogos TUEMAY,24 MAY 1997,ETH,13,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1155
87,2488,13:15.05,Tom NYARIKI,27 SEP 1971,KEN,10,Oslo (NOR),13 JUL 2001,1155
88,2489,13:15.06,Marty LIQUORI,11 SEP 1949,USA,2,"Rheinstadion, Düsseldorf (GER)",04 SEP 1977,1155
89,2489,13:15.06,Dejene BIRHANU,12 DEC 1980,ETH,8,Stockholm (SWE),05 AUG 2003,1155
90,2489,13:15.06,Stanley Waithaka MBURU,09 APR 2000,KEN,1,Rovereto (ITA),23 AUG 2018,1155
91,2492,13:15.07,Sydney MAREE,09 SEP 1956,USA,7,Oslo (NOR),04 JUL 1987,1155
92,2492,13:15.07,Paul TERGAT,17 JUN 1969,KEN,6,"Olympiastadion, Berlin (GER)",30 AUG 1994,1155
93,2492,13:15.07,Joseph KOSGEI,25 AUG 1974,KEN,2,Sevilla (ESP),08 JUN 2002,1155
94,2492,13:15.07,Dieter BAUMANN,09 FEB 1965,GER,9,Zürich (SUI),15 AUG 2003,1155
95,2492,13:15.07,Leul GEBRESILASE,20 SEP 1992,ETH,1,Barcelona (ESP),08 JUL 2015,1155
96,2497,13:15.08,Hammou BOUTAYEB,1956,MAR,3,London (GBR),20 JUL 1990,1155
97,2498,13:15.09,John DOHERTY,22 JUL 1961,IRL,3,La Coruña (ESP),25 JUL 1989,1155
98,2498,13:15.09,Pius Maluko MULI,15 DEC 1982,KEN,1,Rovereto (ITA),10 SEP 2003,1155
99,2500,13:15.10,Haile GEBRSELASSIE,18 APR 1973,ETH,3,"Crystal Palace, London (GBR)",23 JUL 1993,1155
0,2500,13:15.10,Saïd BÉRIOUI,03 JAN 1975,MAR,6,Milano (ITA),09 JUN 1999,1155
1,2500,13:15.10,Driss EL HIMER,04 APR 1974,FRA,15,"Stadio Olimpico, Roma (ITA)",29 JUN 2001,1155
2,2500,13:15.10,Eliud KIPCHOGE,05 NOV 1984,KEN,3,"Olympic Stadium, Athina (GRE)",28 AUG 2004,1155
